id,category,body
788,comp.graphics,"Wow! A 68070! I'd be very interested to get my hands on one of these, especially considering the fact that Motorola has not yet released the 68060, which is supposedly the next in the 680x0 lineup. 8-D"
789,comp.graphics,"Hi Netters, I'm building a CAD package and need a 3D graphics library that can handle some rudimentry tasks, such as hidden line removal, shading, animation, etc. Can you please offer some recommendations? I'll also need contact info (name, address, email...) if you can find it. Thanks (Please Post Your Responses, in case others have same need)"
790,comp.graphics,"I am in the market for a 24-bit graphics card for a PC (ISA bus), and was wondering if anyone had any comments (good? bad? otherwise?) regarding the Diamond Stealth 24?"
791,comp.graphics,"Could anyone direct me to the FTP site where I can find the DOS-based morphing package called DMORF12.ZIP? I had downloaded this file last week, but the new DOS 6 crashed my hard drive and I lost it. Now I can't find the site where I got it from....... Also, are there any other morphing packages out for DOS (freeware or shareware) Thanks in advance, Barry /---------------------------------------------------------------------------\ \___________________________________________________________________________/ --"
792,comp.graphics,The file and contents listings for: Knowledge Media Resource Library: Graphics 1 Knowledge Media Resource Library: Audio 1
793,comp.graphics,"Yeah - they also gave it their ""Editor's Choice"" in the run-down of graphics accelerators they tested in the previous issue, which is why I bought (and then returned) mine. The only conclusion I can come up with is that PC Magazine has wildly different ways on determining the worthiness of a video card than I do."
794,comp.graphics,"This past week I've been playing with some of the R-D (Reaction- Diffusion, not to be confused with RDS or R&D) techniques from SIGGRAPH '91. I was wondering what material is available to explain the control mechanism a little more. It seems to me very much like a matter of picking random magic numbers and sitting back and waiting. Although both of the papers (Turk and Witkin & Kass) were very well organized and extremely helpful, I guess what I need is a more basic description of the technique, especially wrt the control mechanisms. The tests that I did had a tendency to either turn into…"
795,comp.graphics,"Hi, I'm looking for an algorithm that would generate a good cross-section of RGB colours given a limited colour map size. The problem: I'm writing an application for the PC that may have at most 256 colors. I want to use one colormap (palette) for the application but I'd like it to contain an even spread of colours of the visible spectrum. I could use a 6x6x6 RGB cube but the problem is that a lot of those colours are almost identical to the human eye."
796,comp.graphics,"Howdy all, I was wondering if people could e-mail me their opinions on the various graphics viewers available for MS-Windows 3.x... I'm working on a project to set up our scanner and write documentation on how to use it and it would be nice to have a snazzy image viewer to look at (and maybe even edit?) the image you just scanned. The file formats I'm looking for: GIF JPEG TIFF PCX whatever other 'major' file formats there are. Thanks a lot for your help Grant"
797,comp.graphics,"Yes, that's known as ""Bresenhams Run Length Slice Algorithm for Incremental lines"". See Fundamental Algorithms for Computer Graphics, Springer-Verlag, Berlin Heidelberg 1985. Hmm. I don't think I can help you with this, but you might take a look at the following: ""Double-Step Incremental Generation of Lines and Circles"", X. Wu and J. G. Rokne, Computer Graphics and Image processing, Vol 37, No. 4, Mar. 1987, pp. 331-334 ""Double-Step Generation of Ellipses"", X. Wu and J. G. Rokne, IEEE Computer Graphics & Applications, May 1989, pp. 56-69"
798,comp.graphics,"gnuplot, etc. make it easy to plot real valued functions of 2 variables but I want to plot functions whose values are 2-vectors. I have been doing this by plotting arrays of arrows (complete with arrowheads) but before going further, I thought I would ask whether someone has already done the work. Any pointers?? thanx in advance"
799,comp.graphics,"Are you using the traditional radiosity method, progressive refinement, or something else in your package? If you need to project patches on the hemi-cube surfaces, what technique are you using? Do you have hardware to facilitate the projection? What are the guest username and password for this ftp site? Thanks, Stephan."
800,comp.graphics,"I am interested in any information on stereoscopic imaging on a sun workstation. For the most part, I need to know if there is any hardware available to interface the system and whether the refresh rates are sufficient to produce quality image representations. Any information about the subject would be greatly appreciated."
801,comp.os.ms-windows.misc,"Don A.B. Lindbergh meinte am 15.04.93 zum Thema ""Diamond SS24X, Win 3.1, Mouse cursor"": DA> Anybody seen mouse cursor distortion running the Diamond 1024x768x256 DA> driver? Sorry, don't know the version of the driver (no indication in the DA> menus) but it's a recently delivered Gateway system. Am going to try the DA> latest drivers from Diamond BBS but wondered if anyone else had seen this. No not at all. I'm using SS24X with BIOS 2.03 and driver from 13. Januar '93. I've never had any problems with the mouse cursor. Is there already a newer driver published? Greetings Sebastian Beer"
802,comp.os.ms-windows.misc,"|I am considering buying Borland's Paradox for Windows since I |would like to use a database with Windows (I don't have/use |one yet) for both work/home use. I would like to advantage |of Borland's ""$129.95 until April 30"" offer if this package |is everything that Borland claims it to be. So, I was |wondering ... has anybody used this and/or have any opinions?"
803,comp.os.ms-windows.misc,"No, not really. It may be that your winfile.ini has gotten corrupted for some unknown reason. Have you tried re-creating it by either 1.exiting filemanager with the save setting option on when the status bar is visible, or 2.double clicking on the Control menu(the one with minimize and maximize in in) when everything looks proper? If you have, and it still doesn't work, you may want to delete your winfile.ini and try one of these two saving procedures again to totally recreate the file from scratch. Good luck! Mark Waschkowski"
804,comp.os.ms-windows.misc,"Hello all: I was wondering, is the ""Kermit"" package (the actual package, not a different program with Kermit file transfers) available for Microsoft Windows 3.0/3.1? Any information would be greatly appreciated. Please e-mail or post. Thanks in advance!"
805,comp.os.ms-windows.misc,"Trying to pin point a hardware problem with my disk, Maxtor 7213AT. Group files get corrupted on a regular basis. Only happens on this drive, D had only one corrupt file in over a year and it was under the control of winword on C. 32-bit disk access and smartdrive are off. Since installation of dblspace problem has turned from an annoyance to a reason for murder. Since the most frequent files corrupted are the *.grp files, are these the last thing written to when exitting Windows? Also, are there any pd/shareware utilities available that do a more thorough job than dos 6, NDD 4.5, etc? DOS 6…"
806,comp.os.ms-windows.misc,"------------ Part 10 of 14 ------------ M:J""U$$,^UM[>WE/M[>V+BXN+BXN+BXN+BXOM[>U34U-34[""PL!D9<7'2TM+2 M/3T]/3T]F9F9`P,#7EY>NRIZWT='I0MFQ#&'AX>'AX>'AX>'AX>'AX>'AX>' MAX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>' MAX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>' MAX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>'AX>' MAX>'AX>'AX>'AX>'AX=34U-34U-3[>WM[8N+-(LT-#3%Q<4T-#0T-,7%-#2+ M[5-3L+""P4U-34U-34U-34U-34U-3[>V+BXN+BS0TQ6=G#P],3$Q,3(F)B8G) MR<F)B8F)B8F)B8F)R8F)B4Q,3$Q,#P]G9\7%Q6=G9V=GQ6</#TQ,B8F)R<G) MR1865%14DI*2DI+5U=75U=75U=75U=75U=75DI*2DI*2DE145%145%145%14…"
807,comp.os.ms-windows.misc,Maybe it milks the dogcow? 9-) Lots of drivers are available off ftp.cica.indiana.edu in pub/pc/win3/ drivers/video. I've tried two: et4cview.zip and et4turbo.zip. These give you a choice of turbo and non-turbo drivers. The turbo drivers were FAST but caused mouse problems with my machine (which has a Diamond Speedstar card). I finally got turbo drivers (wndSpeed by Binar) from Diamond. Amazing. Blazingly fast (for a non-accelerated card) and best of all - no GPF's for a month or so... --
808,comp.os.ms-windows.misc,Does anyone know where I can ftp or somehow else acquire the latest video drivers /fonts for an ATI SVGA adapter? The only floppy I have is for Windows 3.0. Does anyone know if ATI is still in business? Thanks!
809,comp.os.ms-windows.misc,You can add sysedit (& regedit) to a program group... they are Windows programs. Is it possible to get it to load other *.ini files ????
810,comp.os.ms-windows.misc,"Ah... The joys of networking. I just hope that you forgot the :-> I don't. I use NDW. If you like things to be modular, I think you would love System 7. Instead of adding a line to your autoexec.bat, you just drop the icon into the extensions folder."
811,comp.os.ms-windows.misc,"Nathan, Win31 has a fixed limit of 64K GDI memory, regardless of physical RAM installed, this is twice that of Win30, but not nearly robust enough for many developers and power users. Using Amish Launch as your shell, you can reduce GDI memory usage by as much as 15% over Progman, NDW 2, DAshboard, and other graphical type icon based and other shells. Also, nesting, and full hot-key global support is offered, something no other shells have at this time. Ted Matsumura, President Amish Software, Inc."
812,comp.os.ms-windows.misc,"As a beginer, I just wonder how to transfer files from the Sun system (which is on the network) to my PC at home (not connected to the network). I tried to use 'COMit' to do so, but it was very slow and it seemed that getting multiple files at the same time was impossible. Could anybody give me some hints & infomation? Thank you in advance."
813,comp.os.ms-windows.misc,"Has anybody gotten this BMP to work? I try to uudecode it, but I get ""input file error"" and no picture. Anybody?"
814,comp.os.ms-windows.misc,"The control box of the Window itself (upper left corner of the window, single click, am I being too simplistic?) has a font option. The 8 X 12 is about the biggest one I can use without the characters turning funky."
815,comp.os.ms-windows.misc,"Hi there, With a 16Megs of RAM, is there a need to run/load Smartdrv for Windows 3.1? If yes, can I run/load Ramdrive without Smartdrv? If I need both Ramdrive & Smartdrv, is the following Config.Sys settings OK: ...SMARTDRV.SYS 2048 2048 ...RAMDRIVE.SYS 2048 /E Thanks in advance for e-mail reply."
816,comp.os.ms-windows.misc,Somewhere (ftp.cica.indiana.edu or SIMTEL20 mirror) there is a program called winlogo.zip that does the trick. It works great. I believe the reason why you can't change the files you mentioned is that the logo is actually imbeded into the windows executable (Somebody please correct/expand on this) -Eric
817,comp.os.ms-windows.misc,"Get Norton Desktop. Put groups within groups, groups on the desktop, icons on the desktop, etc."
818,comp.os.ms-windows.misc,"I have the same card, TVGA-8900c. When I checked, the latest driver for windows 3.1 is dated Aug. 92 in garbo.uwasa.fi in /win31/drivers/video. If you find a better version (updated) please let me know, Thanks."
819,comp.os.ms-windows.misc,"Time for a new discussion, maybe ? I asked in these groups some time ago what about the TC++/VE, and got no answers, so I decided to try. My brother who lives in the US bought and sent it to me, and I'm still trying to get used to it. Before I put my good/bad points list, consider I am a Turbo Pascal/DOS programmer, and sometimes try to make something in Unix with C (just some exercises from university). I used to make some programs in Microsoft C version 5 (!!) because we used some third-party libraries that required that. - I like Borland. It seems to me much more easier to use than…"
820,comp.os.ms-windows.misc,It certainly is multi-user. What I have seen from the March Beta is that it doesn't yet come with the stuff which exploits multi-user features. I remember somebody from MS stating that it doesn't allow two users share one GUI. My interpretation of this was that one user per console but all the networking and RPC based stuff you want. I believe ftp and rlogin deamons for NT systems will come from third party. Somebody already has a Beta version of an unsecure ftpd on the net. There is no reason why one cannot write a posix based shell like csh on Unix for remote logins. In general I liked NT…
821,comp.os.ms-windows.misc,"Hello everybody... Are there any ftp-sites with wav-files available??? Frode Kvam :-) -- _______________________________________________________________________________ _/_/_/_/_/ _/_/_/_/ _/_/_/ _/_/_/ _/_/_/_/_/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/_/_/ _/_/_/_/ _/ _/ _/ _/ _/_/_/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/_/_/ _/_/_/ _/_/_/_/_/ (C) _______________________________________________________________________________ Name: Frode Kvam Univ: University of Trondheim, dept of informatics E-mail: frode@ifi.unit.no Snail-mail: Lademoens Kirkealle 8 7042…"
822,comp.os.ms-windows.misc,"I am having something very unusual happen. First some background on my system. I have a Mitsubishi 63 meg Hard Drive, and am running Smartdrv (the version that comes with Windows 3.1) on it. I rarely use Windows. I use a program called Disk Technician Gold v1.14 to do diagnostics live time on my hard drive. It works by having a device driver detect whenever more than one read is necessary for a file, or if there is anything else is wrong with it, and minor problems are fully checked out upon rebooting. My hard drive is notorious for bad sectors. I usually end up with 8 new bad sectors a week.…"
823,comp.os.ms-windows.misc,"[ Article crossposted from comp.os.ms-windows.apps ] [ Author was Dr. Richard Timmer ] [ Posted on 24 Apr 93 23:11:16 GMT ] Hello WinNetters: I have seen a great deal of discussion herein on the relative merits of MS Access and Borland Paradox/Win. However, are there any users out there with experience with the database package called ""Approach"". It has gotten a number of very good reviews from the various mags. and it seems like it would require less hardware overhead than Paradox. I have ruled out Access because some aspects of it are extremely non-intuitive, e.g. requiring a field to…"
824,comp.os.ms-windows.misc,"You can change it. As part of a continuously downsizing Government organization, my code (branch) changes about once a year. I just finished changing the registration information using Norton Utilities. I sent the original requester the hex offset into USER.EXE containing the information, and his reply indicated he got several similar answers. And it's not encoded in any way. As for the legality, there's nothing that keeps me from changing the information; it certainly doesn't reach out and alter the serial number printed on the inside of my manual."
825,comp.os.ms-windows.misc,"Hmmm, let's see: I could upload some .BMP files (I have around 15 b/w and color ones), but I'd rather give you the fishing pole instead of the fish:Here it goes: Begginers guide to the coolest Windows backgrounds: Step 1: ftp to cica (ftp.cica.indiana.edu user:anonymous passwd: guest) cd to pub/pc/win3/(util?desktop?) and get one of these : wingif14.zip, pspro??.zip gws?????.zip . They will scale, dither and convert GIFs to BMPs. get the index file from the win3 subdir too for future reference... Step 2: ftp to wuarchive.wustl.edu or plaza.aarnet.edu.au or archive.orst.edu and cd to…"
826,comp.os.ms-windows.misc,"[...] I struggled with the margin problem for ages as well, until I finally got hold of the shareware binary editor BEAV133, and dug into NOTEPAD.EXE (there is no SETUP facility to force NOTEPAD to default to 0.0 margins- it's hardwired into code!!!). Do a SEARCH for "".75"", then change the offending bytes to "".00"", et viola. Who are the guys who hardcode these ""options"" anyway? I'm interested in whether the problem only rears it's ugly head for certain printers- I'm using an old Epson LX-800 (or is that EX-800? never can remember)."
827,comp.os.ms-windows.misc,Is there a 768x1024 Trident driver for windows anywere. This mode is supported by the drivers fo OS/2 but I have not been able to find it for Windows. (768x1024 means 768 wide and 1024 high as opposed to 1024x768) Any help is appreciated.
828,comp.os.ms-windows.misc,"Hey, Does anyone know of an ftp site where I can get pkunzip2.04g from. I tried using archie with no such luck. This version of pkunzip is suppose to correct some promblems when using pkunzip within windows. Thanks in advance! :-)"
829,comp.os.ms-windows.misc,"Hi, If you have developed your own windows application you must have a SDK of some sort that contains the HC.EXE or HC31.EXE file to compile and generate .HLP files out of .RTF files. RTF files are generated by a wordprocessor like Word for Dos or W4W. If this is not the solution be more specific about your application. Mario"
830,comp.os.ms-windows.misc,"But the impressive performance of the Graphite was not its Winmark, it was its Wintach result (esp. the paint performance). Judging from the Wintach tests, I can hardly imagine that there is a cheat driver for it."
831,comp.os.ms-windows.misc,"I just put one in my machine last week. I have an AST 486/66. I was getting ~10million winmarks with my Diamond SS24, and the #9 board is doing ~20million winmarks. From my brief experiences with it, i'm very satisfied. BTW, this is with Win 3.1."
832,comp.os.ms-windows.misc,"I've got a probelm with printing envelops on my deskjet 550C from Word for Windows. History: when I had a Deskjet 500, I had to modify the macro so that it would disable reverse printing since there seemed to be a bug that interferred with printing envelops. That bug is still present, however... Now: the problem I have is that my DeskJet 550 print driver (came with the printer I bought in December) still wants to print the envelops in PORTRAIT mode. However, the DeskJet 550 feeds envelops the from the narrow end (i.e. landscape mode). How do I get the printer to print the envelops in the…"
833,comp.os.ms-windows.misc,"@===@ @===@ ### Mark Juric A.I. Programs ### ### mjuric@ai.uga.edu University of Georgia ### ### Athens, Georgia 30602 ### @===@ @===@"
834,comp.os.ms-windows.misc,"Hi, I have a trident TVGA-8900 video card and need the updated drivers for Win3.1 where can I get them from an ftp site. Thanks"
835,comp.os.ms-windows.misc,"(From the Windows Resource Toolkit (for Win4Workgroups)), add an entry to your ""system.ini"" file under the [NonWindowsApp] section: CommandEnvSize=NNNN ""This sets the COMMAND.COM env size, where NNNN must either be 0 or between 160 and 32768. A value of 0 disables the setting. If this value is too small or too big, it is rounded up to 160 or down to 32768. If the value is less than the current size of the actual environment, this setting is disabled, as if it were 0. If you specify the environment size in a PIF file for COMMAND.COM, the PIF setting overrides this setting. The default is 0…"
836,comp.os.ms-windows.misc,"It is correct that VC++ is NOT considered an upgrade for C7. C7 is basically a DOS product, VC++ is a Windows product. As Windows is not an upgrade for DOS, it is a separate operating system product line, its utilities cannot be upgrades for DOS utilities. However, I have also been told that it is NOT an upgrade for QCWIN, which it should be!"
837,comp.os.ms-windows.misc,"I've been reading, with much confusion, about whether or not to use ATManager. Lately, all the packages I've been buying have all included ATManager as a ""bonus"" I do some desktop publishing using PageMaker and Coreldraw. Coreldraw comes with a nifty laser disk that contains over 200 diff types. Add that to the TTfonts that come with win31 and you have a decent amount of fonts. I print my creations out on an HP4 Postcript, at 600 dpi resolution with the ""Resolution Enhancement Technology"" and .. well ... I get some darn good copies. So good that there isn't any diff whether or not ATManager…"
838,comp.os.ms-windows.misc,"[lines deleted] This list appears to imply, that MS-windows that has a cost listed above at $70, comes with a C compiler, C++ and Fortran. It does not, of course. These are expensive add-ons that drive the price WAY beyond $70. ( I don't know if the same applies to OS/2 ) As far as unix is concerned; There is a free unix, linux, that has cc, ~c++, fortran ( f2c ), Xwindows and many other features besides, with a large number of utilities that can be optionally added. And there is also a free 386BSD I believe. Both these unix's are quite robust. You can check out comp.os.linux If you don't…"
839,comp.os.ms-windows.misc,"There's a package called Workspace on cica that has 5 desktops; I haven't done much with it yet, but it seems to be able to do what you want it to. Don't have the exact archive name handy, but it's something like wspace<blah>.zip. Tom -- finn@convex.com I speak only for myself."
840,comp.os.ms-windows.misc,"I find that it's always (almost anyway) busy when I dial, but if I try repeatedly, usually only 5 to 15 tries, I always get connected."
841,comp.os.ms-windows.misc,"This is in relation to a question concerning changing the registered to: information of MS-Windows... I can find it with a HEX editor, although I have not tried to overwrite it. Are you sure it can't be? You may be mistaken about this. (???) Rob"
842,comp.os.ms-windows.misc,There's The sound.exe is actually a self extracting script which includes the .drv file. Works great!
843,comp.os.ms-windows.misc,"I just purchased The Norton Desktop for windows, and I also have Norton Utilities. When I installed NDW, it wanted to rem out the line that installed EP (EP /ON) and the command to invoke the Image utility. It replaced the Image command with a new image command that invokes the version of Image that came with NDW. This makes sense, as presumably the Image version with NDW is newer than the one with NU. It did not, however, install smartcan in the autoexec. Now two questions: 1: Will NU use the image data saved by the newer version of image invoked. i.e. Are the two version of Image…"
844,comp.os.ms-windows.misc,I recently purchased a Diamond Stealth 24 Video card and received the wrong drivers. Does anyone know where I can ftp the windows video drivers for the Stealth 24. I tried the drivers at cica and they don't work. The right drivers are on the Diamond BBS but the file is almost 1 meg and it would take a while to download them at 2400 baud. Any information would be appreciated. Please contact me at doug@sun.sws.uiuc.edu Thank you
845,comp.os.ms-windows.misc,"Ok, then where is the info for the Licensing kept? Which file? In the organization box I put my address, and when I moved, I wanted to change it, but couldn't find it. I could find my name, but not the organization. ------------------------------------------------------------------------ | Robert S. Dubinski | Aliases include: Robb, Regal, Sir, Mr., and I | ------------------------------------------------------------------------ | Marquette University ||||||||||| Math / Computer Science Double-Major| ------------------------------------------------------------------------ | Internet Address:…"
846,comp.os.ms-windows.misc,"I'm looking for a program that will let me use a windows common dialog box to select a file to use when running a DOS app. Basically, I have several DOS apps that I use now and then with different files. They all accept a file as a command line parameter, but the only way (at least that I know of) to do this easily when running them from windows is to set up the PIF file so that it prompts me for additional parameters (at which point I type in the file name). Problems are: 1) Sometimes I can't remember where the file is exactly located and it would be nice to browse my directories for it…"
847,comp.os.ms-windows.misc,"Dear friend, The RISC means ""reduced instruction set computer"". The RISC usually has small instruction set so as to reduce the circuit complex and can increase the clock rate to have a high performance. You can read some books about computer architecture for more information about RISC."
848,comp.os.ms-windows.misc,Does anybody have any idea where I could find a program that can convert a .GIF image into a .BMP image suitable for a Windows wallpaper (i.e. 256 colors). Hopefully there's something out there I can get from an ftp site somewhere... Thanks in advance...
849,comp.os.ms-windows.misc,"No. When the program is run, it loads 4 configuration files; autoexec.bat, config.sys, win.ini, and system.ini. There is no Open entry on the File menu. You can only edit these four files. If you need to edit some other program's .ini file, use Notepad or some other ASCII editor. I wonder whether Microsoft intended for sysedit to be used, or if it was just a holdover from the testing period and they forgot to take it out. The reason I think this is because there is absolutely no mention in the manuals about this program, and there is no online help for it (just an About entry under the File…"
850,comp.os.ms-windows.misc,"------------ Part 5 of 14 ------------ M)B9R&KJZ)EVZ=+ITNKH>?7U=PGU]+""Q=?72_=""PU'GT>+,<LORPU86$1EX,8 M,P$HWA=@8!SKWI_,S""B<)S<W-R>!5C<-S`HFNAIR<K)R<B9RMW)+D)#D""C!V M=KPYWA>\'.L74?4<JPW,5EQEFYJLKHBQ?K5^(7*ZLK*Z)KH:NKJZ)G0FNKI= M)K)=)KHFNGU=NK*RLB9TLKIT)L)=PK)=71JRNKH:<AIR&KH:<B9R&G*W<G*W M&K>W&JVM<G)RK:UR<K>W<JVM<G)R<A^M<G*WMW(5<K=RK:URMW)RM[>WM[=R M<JUR'Q^W<A45<JUR%:VMMQ\5K7)RK16WMQ6MK:T5K:UO%6\5'Q6MK6\5K6]O M%6^M%:T5;Q6W%16M%:VW%:T?M[>M%:VWK:VM<K<5K4]RK:UR<G)RMW*W3W*M MMW(:<B9R<B8:MW)R<G*W&AH:&K<:<K=R<JURK7*MMW*M<G*W%;>MK16MMZT( M""`@(""`@(""`@(""`@(""`@(""`@(""`@(""`@(""`@(""`@(""*T5K145MZVM<A45K;<(…"
851,comp.os.ms-windows.misc,"Amishware has one included in their package. They were advertising here on the net a couple of weeks ago with a riduculously (That is in a good way, Ted!) low price. Does anyone remember what it was ?"
852,comp.os.ms-windows.misc,"Has anyone had experience with the new Greenleaf CommLib 4.0? I can't even get their demo winterm to run at 4800 baud without dropping characters. tnx, steve"
853,comp.os.ms-windows.misc,"Hi there, Is there any utility available that will make Windows randomly select one of your windows directory's .BMP files as the wallpaper file? Nate -------------------------- Nathan C. Crowell, Dept. of Materials Science/ACRL Worcester Polytechnic Institute E-mail: bigal@wpi.wpi.edu ""A flower?""-Genesis ""Supper's Ready"""
854,comp.os.ms-windows.misc,"All right. Not saying I know any more than the average salesguy, I'll give your question a shot. The key issue that I bought my BJ-200 on was ink drying speed. You really have to try awful hard to get the BJ-200 ink to smear. The HP DeskJets need 10-15 seconds to completely dry. In both cases, however, do not get your pages wet. Unlike laser printers, the material on your pages is INK, not toner. But that should go without saying. My PC has very little memory (only 2Meg RAM), so the BJ-200 takes a little while to print ----- but every application I use takes a while to run. Once the computer…"
855,comp.os.ms-windows.misc,Here are some cool 3-D background patterns I made. Edit your CONTROL.INI and add the following lines to your [Patterns] section. Bricks=148 43 86 172 89 182 99 201 Tile=1 43 85 43 85 43 85 255 Tile (diagonal)=148 107 54 156 73 182 99 201 Slats=0 170 85 170 85 170 85 255 Make sure your desktop color is one of the standard 16 colors or the patterns might not work. I like dark grey the best with these.
856,comp.os.ms-windows.misc,"There are a couple. I am personally using screenpeace, which is a screen saver which will also select your wallpaper from a specified directory (not necessarily the windows dir.). Let me know if you want info. I've been pretty happy with screenpeace, and the latest version (3) is *not* at cica, but oak, /windows3/scrpc3or.something Mickey"
857,comp.os.ms-windows.misc,"The higher memory limits apply to ISA cards only, as far as I know. The VLB and EISA version should have no problems. Again, the memory aperture need only be disabled if you have more than 124M RAM (EISA and VLB) or 12 M (ISA). 32M should not be a problem for you. Nope. I can use 640x480 at 72hz, 24-bit and 800x600 at 70hz, 24-bit, all non-interlaced. They aren't perfect, but are much improved. I don't recall the last time which I had to leave mach 32 mode (ATI GUP mode) and switch to 8514 or VGA mode due to software incompatibility. It's quite fast, but whether or not its the fastest is open…"
858,comp.os.ms-windows.misc,"... I tried to respond by email, but all attempts bounced. The condition of the Ctrl key BEFORE you press the mouse button makes no difference whatsoever. You have to be holding the Ctrl key when you RELEASE the mouse button if you want to force a copy operation. Here's a simple experiment. Select a file and begin to drag it (no Ctrl key). Notice that the file's icon disappears from the listing window. Now watch what happens to that icon as you press and release the Ctrl key (keeping the mouse button pressed all the while). In addition, the icon that you are dragging will show a ""+"" while you…"
859,comp.os.ms-windows.misc,"I am looking for a Windows Utility that would give me a listing of files in a directory, but also display a description of the file. This utility would allow me to enter and edit file descriptions of, hopefully, any length (maybe a small window with a scroll bar?). I would then be able to browse my directories and be able to see what is in a file without having to open or execute it. Any such beast out there? If not, anyone want to write one?"
860,comp.os.ms-windows.misc,I got the offer to upgrade this weekend. It's $19 + $8.50 shipping and handling. The S+H seem way too steep for just a couple of disks. Sounds like ripoff city. Can this purchased at vendors? --
861,comp.os.ms-windows.misc,"... This is a common problem with highly complex TrueType fonts. Microsoft admits to a problem with older versions of the PostScript printer driver, but I've found it to be pretty generic. You can get around the problem by adjusting the parameter OutlineThreshold in the [TrueType] section of WIN.INI. This entry specifies the number of pels-per-em at which Windows will render TrueType fonts as outline fonts instead of as bitmap fonts. The default is 256. I've generally been able to get fonts to work by setting OutlineThreshold=160. Depending on your printer resolution and the point size you…"
862,comp.os.ms-windows.misc,"Please reply via EMail... When I use the terminal software for Windows such as TERMINAL.EXE or Crossttalk, it doesn't use the whole window. I mean, when the software's window size is max, it still scrolls around the 2/3 of window. It does not use whole window. I set ""stty rows 30"", but still the same. Scrolls at 2/3 from the top of the windows. Could anyone tell me how to setup these software to use whole window?"
863,comp.os.ms-windows.misc,"A posting in another news group I read a while ago said that PC-Xview and PC-Xremote allow you to use Xterm. Call NCD @ 503-641-2200 for more info. Hope it helps, -Hao -- --------------------------------------------------------------------- Hao Zhang, Dept. of Stat., Wharton School, Univ. of Penn. zhang48@wharton.upenn.edu hzhang@compstat.wharton.upenn.edu"
864,comp.os.ms-windows.misc,"I was wondering if any one knew how the various hard drive compression utilities work. My hard drive is getting full and I don't want to have to buy a new one. What I'm intrested in is speed ,ease of use, amount of compression, and any other aspect you think might be important as I've never use one of these things before. thanks Morgan Bullard mb4008@coewl.cen.uiuc.edu or mjbb@uxa.cso.uiuc.edu"
865,comp.os.ms-windows.misc,"[...] ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ [...] My Problem: I wasn't aware of the fact that I would need an *SCSI*-CD-ROM for Windows NT when ordering the Beta-SDK-Package. So my question: Is there any driver available that will allow me to use my Mitsumi (Non-SCSI) CD-ROM for installation ? If there is one, from which place (ftp-site) can I get it ? Many thanks in advance Stefan Kuehnel --- ---------------------------------------------------------------------- /\ Stefan K""uhnel | |/ kuehnel@rvs.uni-hannover.de |\ kuehnel@swl.uni-hannover.de (neu ab. 17.04.1993) | \/ Die oben wiedergegebene…"
866,comp.os.ms-windows.misc,"Again, I do not speak for Peter Tattam, but it is my understanding that it will shareware status as Trumpet 1.05 for DOS is, and I imagine that the registration fees will be similar. I also believe that a new version of Trumpet for DOS will be released sometime in the near future. Ashok"
867,comp.os.ms-windows.misc,"I wonder if anyone can tell me whether or not I can create a bitmap of any size? I followed the bitmap creation example in SDK manual and specified a 24x24 bitmap (set the width/height to 24) and supplied a byte string with 72 chars. But I just cannot get the right bitmap image. I changed the width/height to 32x32 and used the same value string (padded with zero byets to make up to the right size) and got the image. The example in the manual is 64x32 size, which are multiple of 2 bytes. Can you define a bitmap image of any size? Thanks very much. G Chen chen@citr.uq.oz.au"
868,comp.os.ms-windows.misc,"(1) Is it possible to change the icons in the program groups? I'd like to give them some individuality. (2) Can you set up a short-cut key to return to the Program Manager? I know <CTL><ESC>, <ESC> will do it, but I'd rather set it up so I can avoid the task list and get back to the P/M with <ALT><F1>. Any and all help is welcomed."
869,comp.os.ms-windows.misc,(NDW) If an Uninstall icon doesn't exist in the Norton Desktop Apps group:
870,comp.os.ms-windows.misc,"Hi! Anyone knows how can i change an icon forever and ever?????? I mean, not only in the program manager... Thanks in advance!"
871,comp.os.ms-windows.misc,"ahh, yes, this is a fun topic. No, once the name is incribed on the disk, that is it, it is encoded. Not even a HEX editor will find it. You can write over the ""Licensed to:"", but you can't change the name underneth it. I think if you wish to change this you would have to be a pirate, and we're not going to promote that here. ------------------------------------------------------------------------ | Robert S. Dubinski | Aliases include: Robb, Regal, Sir, Mr., and I | ------------------------------------------------------------------------ | Marquette University ||||||||||| Math / Computer…"
